idpessoa,idproduto,qtitem
0100CAJ53K,01000EDWJ9,1
0100CAJ53K,01000IGI96,1
0100CAJ53K,01000OLSG2,1
0100CAJ53K,01008CBH15,1
0100CAJ53K,0100B5RE0X,1
0100CAKU50,01000FX51T,0.208
0100CAKU50,01000MIXGC,0.1
0100CAKU50,01008SUQ46,0.106
0100CAM5IG,01000AHIA1,2
0100CAM5IG,01000FRRL1,1
0100CAM5IG,01000OIT04,1
0100CAPIDY,01000EEQEN,0.172
0100CAPIDY,01000FLBGS,0.12
0100CAPIDY,01000KGQM2,0.138
0100CAPIDY,01000KIQ7I,0.116
0100CAPIDY,01000LD568,0.124
0100CAPL31,01000NFADZ,1
0100CAPL31,01003LBU05,1
0100CAQX7C,01000L9M1M,0.188
0100CAQX7C,01008MJCF7,1
0100CAR55P,01000AYCA1,0.304
0100CAR55P,01000KZN5G,1.518
0100CAR55P,01000MP37G,0.21
0100CAR55P,01000NOJ6S,0.122
0100CAR55P,01000NUL0T,0.086
0100CAR55P,01000O0D69,1.04
0100CAR55P,01001XUDAJ,1
0100CAR55P,0100BVGELN,1
0100CARXIF,01000AOW0T,2
0100CARXIF,01000EQC88,0.142
0100CARXIF,01000FXF0I,0.13
0100CARXIF,01000KICDY,0.096
0100CARXIF,01000SOR9Y,1
0100CAT75N,010009NRB5,1
0100CAT75N,01000LH0GG,0.2
0100CAVG04,01000CD79M,0.156
0100CAVG04,01000K5T2K,0.05
0100CAVG04,01000KIS1C,0.136
0100CAVG04,01000NHKF1,0.106
0100CAVZ8I,01000CD2N4,0.136
0100CAVZ8I,01000EQC88,0.13
0100CAVZ8I,01000KICDY,0.104
0100CAVZ8I,01003UFKEG,1
0100CAWI9B,01000FKOKO,0.112
0100CAWI9B,01000MSC0E,1
0100CAXO5I,01000KHM3O,0.1
0100CAXO5I,01000KJ0V5,0.05
0100CAXO5I,01000KMW1Q,0.052
0100CAXO5I,01000KRM02,0.2
0100CAXO5I,01000KRYJG,0.204
0100CAXO5I,01000LRA1Q,0.05
0100CAXO5I,01000MN9C8,0.048
0100CAXO5I,01000MND0U,0.05
0100CAXO5I,01000MZ22Q,0.1
0100CAXO5I,01000N2O0Y,0.106
0100CAXO5I,01000N2W4T,0.202
0100CAXO5I,01000NOT3B,0.154
0100CAXO5I,01000NOX3W,0.05
0100CAXO5I,01000NYBMF,0.15
0100CAXO5I,01000NYFFY,0.152
0100CAXO5I,01003UFKEG,2
0100CAXO5I,01008MAD0O,0.202
0100CAYZ50,01000KLJGW,0.2
0100CAYZ50,01000N3U00,0.128
0100CAYZ50,01003UFF0T,1
0100CAYZ50,01005EAFA9,1
0100CB225P,01000D9U02,0.1
0100CB225P,01000JMADY,1
0100CB225P,01000NYFFY,0.1
0100CB225P,01008SUQ46,0.108
0100CB2S50,01000AYE5G,0.2
0100CB2S50,01000MNB0I,0.098
0100CB2S50,01008SSG0T,0.104
0100CB4K0N,01000BI385,0.116
0100CB4K0N,01000LD568,0.172
0100CB4K0N,01000N6140,0.14
0100CB4K0N,01000O2I1H,0.2
0100CB4K0N,01002F6I2Q,1
0100CB5T9N,01000O2S4D,0.506
0100CB629G,01000KGQM2,0.242
0100CB629G,01000KICDY,0.082
0100CB629G,01000MMB9Q,0.058
0100CB629G,01000MMD3L,0.328
0100CB629G,01000O0F1T,0.374
0100CB629G,01000OL7D9,0.114
0100CB629G,01003UFKEG,2
0100CB629G,01005EAP8S,1
0100CB65H3,010009NRB5,1
0100CB65H3,01000KYK1H,0.198
0100CB65H3,01000MMF8H,0.1
0100CB7IKG,01000AYCA1,0.16
0100CB7IKG,01000EEQEN,0.124
0100CB7IKG,01000EUR9E,0.112
0100CB7IKG,01000LH0GG,0.212
0100CB7IKG,01000NYLIQ,0.118
0100CB7L56,01000KLJGW,0.206
0100CB84I1,01000AYCA1,0.154
0100CB84I1,01000FXF0I,0.128
0100CB84I1,01000KYK1H,1.228
0100CB8VHG,01000FXF0I,0.206
0100CB8VHG,01000H5E7E,1
0100CB8VHG,01000KM1AH,0.284
0100CB8VHG,01000MN9C8,0.116
0100CB8VHG,01000NYDFC,0.054
0100CBAHHQ,01000B0VPV,1
0100CBAHHQ,01000C4R0W,1
0100CBAHHQ,01000CBD19,1
0100CBAHHQ,01000CSZ5V,1
0100CBAHHQ,01000EW300,0.142
0100CBAHHQ,01000LR62J,1
0100CBAHHQ,01000MJ833,0.102
0100CBAHHQ,01000MOZ19,0.114
0100CBAHHQ,01000MS03S,1
0100CBAHHQ,01000NXR1V,0.1
0100CBAHHQ,01000O2ERW,0.072
0100CBAHHQ,01000OL7D9,0.168
0100CBAHHQ,01000XGN24,1
0100CBAHHQ,01005EA7N1,1
0100CBAHHQ,01005TBH05,1
0100CBAHHQ,0100AXQC40,1
0100CBAHHQ,0100AXT92N,0.118
0100CBAYLY,010009W9NS,1
0100CBAYLY,01000NWI43,1
0100CBAYLY,01000NZX3J,0.146
0100CBAYLY,01002F6I2Q,1
0100CBCB88,01000GE1AU,4
0100CBCB88,01000LYG80,0.048
0100CBCB88,01000N3A2D,0.2
0100CBCB88,01000N3U00,0.25
0100CBCB88,0100C0MB12,1
0100CBFJ0T,01000GE1AU,2
0100CBFJ0T,01000LB1H6,0.108
0100CBFJ0T,01000O2CMF,0.06
0100CBFV0T,01000ER4DD,0.134
0100CBFV0T,01000EUR9E,0.276
0100CBFV0T,01000F1SIM,1
0100CBFV0T,01000NY92H,0.3
0100CBH337,01000DI3QX,0.198
0100CBH337,01000ME20G,1
0100CBH337,01000MUSB5,1
0100CBH337,01000N9JCM,0.132
0100CBH337,01000O2ERW,0.2
0100CBIA25,01000EUR9E,0.22
0100CBIA25,01000KIS1C,0.102
0100CBIA25,01000MMV3C,0.426
0100CBIA25,01005Y2L4D,3
0100CBIA25,010091PWSQ,0.1
0100CBIG1H,01000N244E,0.124
0100CBIG1H,01000OL7D9,0.21
0100CBIG1H,01003UFKEG,8
0100CBJFM4,01000CD901,0.33
0100CBJFM4,01000FXF0I,1.154
0100CBJFM4,01000KHZH0,0.118
0100CBJFM4,01000KLJGW,0.062
0100CBJFM4,01000KPW81,0.1
0100CBJFM4,01000KYS36,0.942
0100CBJFM4,01000M352T,1
0100CBJFM4,01000MJ833,3.464
0100CBJFM4,01000MKC8T,0.094
0100CBJFM4,01000N2UD9,0.2
0100CBJFM4,01000N9JCM,0.14
0100CBJFM4,01000NT4CH,3
0100CBJFM4,01000O01LH,0.344
0100CBJFM4,01000OEXL9,1
0100CBJFM4,01003UFF0T,2
0100CBKG6P,01000AYE5G,0.082
0100CBKG6P,01000KQ298,0.116
0100CBKG6P,01000L9WBF,0.092
0100CBKG6P,01000N367E,0.094
0100CBKUV4,01000H9D8W,1
0100CBLF2O,01000CD901,0.166
0100CBLF2O,01000FXF0I,0.14
0100CBLF2O,01000LAF1J,1.378
0100CBLF2O,01000MJ833,0.132
0100CBLF2O,01000MMP5R,0.166
0100CBLF2O,01000MP7EA,0.12
0100CBLF2O,01000NON7S,0.12
0100CBLF2O,01000O01LH,0.344
0100CBLF2O,01008MAD0O,0.1
0100CBLNA7,01000H9D8W,2
0100CBMW7S,01000EW300,0.094
0100CBMZI6,01000DCE0Q,0.036
0100CBMZI6,01000FLBGS,0.054
0100CBMZI6,01000KP623,0.104
0100CBMZI6,01008SSG0T,0.112
0100CBN475,01000NXJ5W,0.44
0100CBN475,01001RA47I,0.478
0100CBN475,01005ETF00,1
0100CBPT7H,01000NXR1V,0.402
0100CBPT7H,01000O2ERW,0.156
0100CBPT7H,0100B5RE0X,1
0100CBS0EQ,01000MKC8T,0.098
0100CBS0EQ,01000MKN7Z,0.12
0100CBS0EQ,01000NYN3V,0.106
0100CBSG5P,010009OS3K,0.144
0100CBSG5P,01000AI3AM,0.05
0100CBSG5P,01000DCE0Q,0.03
0100CBSG5P,01000EV9K6,0.136
0100CBSG5P,01000FLBGS,0.052
0100CBSG5P,01000KHZH0,0.086
0100CBSG5P,01000KOKCB,0.154
0100CBSG5P,01000KY216,0.082
0100CBSG5P,01000LATCB,0.058
0100CBSG5P,01000LD568,0.292
0100CBSG5P,01000MK20M,0.108
0100CBSG5P,01000O0F1T,0.138
0100CBSG5P,01000UTO4C,0.116
0100CBUJ38,01000L5C3T,1
0100CBUR4S,01000KRYJG,0.1
0100CBUR4S,01000MZ22Q,0.052
0100CBUR4S,01000N2M1N,0.052
0100CBUR4S,01000N2W4T,0.07
0100CBUR4S,01000NY92H,0.066
0100CBUR4S,01000NYFFY,0.104
0100CBVA5P,01000AOW0T,1
0100CBVA5P,01000AYCA1,0.166
0100CBVA5P,01000AYE5G,0.052
0100CBVA5P,01000N2M1N,0.116
0100CBXJEF,010009IL0F,1
0100CBXJEF,01000EHS0A,1
0100CBXJEF,01000FFV8D,1
0100CBYB68,01000AYE5G,0.2
0100CBYB68,01000D9F0O,0.07
0100CBYB68,01000N2M1N,0.06
0100CBYB68,01000OL7D9,0.102
0100CBYJ5P,01000NYFFY,0.106
0100CBZA56,01000G8DFL,1
0100CBZA56,01003M2P0O,1
0100CC101D,01008SSG0T,0.4
0100CC2EJ9,01000KJ0V5,0.1
0100CC2EJ9,01000KRYJG,0.15
0100CC2EJ9,01000L9E9J,0.122
0100CC2EJ9,01000M2JHY,0.102
0100CC2EJ9,01000N2W4T,0.15
0100CC2EJ9,01000NOX3W,0.1
0100CC2EJ9,01000NXJ5W,0.504
0100CC2EJ9,01000NYFFY,0.1
0100CC2EJ9,01008MAD0O,0.1
0100CC2M1N,01000KIS1C,0.1
0100CC2M1N,01000KJY9W,0.202
0100CC2M1N,01000KRYJG,0.1
0100CC2M1N,01000M23WQ,0.132
0100CC2M1N,01000MMP5R,0.2
0100CC2M1N,01000MNHKM,0.1
0100CC2M1N,01000N2UD9,0.15
0100CC2M1N,01000NY92H,0.05
0100CC2M1N,0100B5RE0X,1
0100CC318G,01000AYE5G,0.412
0100CC318G,01000E0HFX,0.25
0100CC318G,01000KIQ7I,0.232
0100CC318G,01008SSG0T,0.362
0100CCBP2G,01000KD0CO,0.104
0100CCBP2G,01000MKICO,0.122
0100CCBQ1V,01000CCV74,0.196
0100CCCE01,01000KU49H,0.108
0100CCCE01,01008SSG0T,0.12
0100CCCS1Y,01000KKLCL,0.102
0100CCCS1Y,01000KRYJG,0.112
0100CCCS1Y,01000MMF8H,0.106
0100CCCS1Y,01000N2W4T,0.1
0100CCCS1Y,01000NY92H,0.112
0100CCD07H,01008QR207,1
0100CCDL35,01000AYE5G,0.114
0100CCDL35,01000CJIGN,0.056
0100CCDL35,01000L5M0Y,0.154
0100CCDL35,01000MP7EA,0.126
0100CCDL35,01000N2E9E,0.1
0100CCDL35,01000NXV0I,0.068
0100CCEA10,01000L9WBF,0.11
0100CCEA10,01000OL7D9,0.1
0100CCF61E,01000L9WBF,0.076
0100CCF61E,01000N2M1N,0.054
0100CCH511,01000AYE5G,0.104
0100CCH511,01000KLB8A,0.21
0100CCH511,01000MKG14,0.104
0100CCHT6H,010009NRB5,1
0100CCHT6H,01000MMR7R,0.05
0100CCHT6H,01000O2CMF,0.344
0100CCIG0M,01008MAD0O,0.168
0100CCIH3Q,01000NOT3B,0.3
0100CCIUR8,010009UM1V,1
0100CCIUR8,01000MN14Z,0.052
0100CCIUR8,01000MOZ19,0.054
0100CCIUR8,01008CBH15,1
0100CCIUR8,0100B5RE0X,1
0100CCJGSA,01000FSWJR,1
0100CCJGSA,01000KOS87,0.066
0100CCJGSA,01000LD568,0.102
0100CCJGSA,01000MMP5R,0.322
0100CCKE8R,01000D83C0,0.038
0100CCKE8R,01000G2QD6,0.102
0100CCKE8R,01000JLO7U,1
0100CCKE8R,01000N2M1N,0.14
0100CCKE8R,01000NYH15,0.376
0100CCLMA3,01000AYCA1,0.334
0100CCLMA3,01000DKOB8,0.124
0100CCLMA3,01000EOO77,0.158
0100CCLMA3,01000FXF0I,0.15
0100CCLMA3,01000KIS1C,0.156
0100CCLMA3,01000LH67P,0.15
0100CCLMA3,01000LQY0G,0.1
0100CCLMA3,01000M23WQ,0.258
0100CCLMA3,01000M2T07,0.076
0100CCLMA3,01000MMP5R,0.158
0100CCLMA3,01000MOZ19,0.2
0100CCLMA3,01000NY92H,0.094
0100CCLMA3,01000NYN3V,0.096
0100CCLMA3,01008SSG0T,0.334
0100CCLMA3,01008SUQ46,0.11
0100CCMHF3,01000AYCA1,0.408
0100CCMHF3,01000CD901,0.494
0100CCMHF3,01000EQC88,0.206
0100CCMHF3,01000FXF0I,0.402
0100CCMHF3,01000MJ157,0.2
0100CCMHF3,01000MM11A,0.402
0100CCMHF3,01000MNHKM,0.406
0100CCOPG3,01000AYCA1,0.282
0100CCOPG3,01000EQC88,0.126
0100CCOPG3,01000MMP5R,0.13
0100CCOPG3,0100B5RE0X,1
0100CCRR30,01000EV9K6,0.114
0100CCRR30,01000KF91G,0.106
0100CCRR30,01000MLZAU,0.12
0100CCRR30,01003M3GBG,1
0100CCSS80,01000EEQEN,0.054
0100CCSS80,01000LD568,0.052
0100CCSS80,01000MN14Z,0.04
0100CCSS80,01000MOZ19,0.05
0100CCSS80,01000OL7D9,0.108
0100CCT69I,01000AF80A,0.136
0100CCT69I,01000DKOB8,0.128
0100CCT69I,01000N244E,0.12
0100CCT69I,01000NXJ5W,0.156
0100CCW21Y,01000AYCA1,0.208
0100CCW21Y,01003UFKEG,2
0100CCW21Y,0100657W3S,0.142
0100CCW21Y,01008SSG0T,0.22
0100CCWH46,01000L9WBF,0.286
0100CCWH46,01000MP7EA,0.11
0100CCWH46,01005ETI1R,1
0100CCX9C0,01000AYE5G,0.118
0100CCX9C0,01000EV9K6,0.15
0100CCX9C0,01000FVP1X,1
0100CCX9C0,01000FWFLT,1
0100CCX9C0,01000L9WBF,0.102
0100CCX9C0,01000LAPTM,0.16
0100CCX9C0,01000NYN3V,0.106
0100CCX9C0,01000OL7D9,0.1
0100CCYY06,01000BSF00,1
0100CCYY06,01008QQX0X,1
0100CD0S0G,01000AFT0R,1
0100CD0S0G,01000FXF0I,0.098
0100CD0S0G,01000M23WQ,0.096
0100CD13FZ,01000DGVFZ,0.2
0100CD13FZ,010091PWSQ,0.096
0100CD3EOM,01000EUR9E,0.048
0100CD3EOM,01000MKG14,0.062
0100CD3EOM,01000MNB0I,0.098
0100CD3EOM,01000N367E,0.108
0100CD3EOM,01000NZX3J,0.066
0100CD3EOM,01000OL7D9,0.1
0100CD3EOM,010064H09F,0.2
0100CD4Y16,010009NRB5,2
0100CD4Y16,01000BSH7C,1
0100CD4Y16,01000CD901,0.636
0100CD4Y16,01000CQN37,2
0100CD4Y16,01000DDTD7,0.052
0100CD4Y16,01000FOD0Y,2
0100CD4Y16,01000FS71T,1
0100CD4Y16,01000K5T2K,0.102
0100CD4Y16,01000KEF01,0.08
0100CD4Y16,01000L5K4V,0.096
0100CD4Y16,01000L9UC2,0.306
0100CD4Y16,01000L9WBF,0.274
0100CD4Y16,01000LATCB,0.06
0100CD4Y16,01000LQY0G,0.046
0100CD4Y16,01000MKG14,0.072
0100CD4Y16,01000MN74B,0.054
0100CD4Y16,01000N367E,0.11
0100CD4Y16,01000NOV36,0.366
0100CD4Y16,01000NV72D,1
0100CD4Y16,01000NY92H,0.1
0100CD4Y16,01000NYN3V,0.104
0100CD4Y16,01000O0D69,0.246
0100CD4Y16,01000O0H63,0.034
0100CD4Y16,01000O2I1H,0.092
0100CD4Y16,01008STKD4,0.102
0100CD5WFC,01000KZ005,2
0100CD8A26,01000AI3AM,0.064
0100CD8A26,01000DGVFZ,0.188
0100CD8A26,01000DHD72,0.4
0100CD8A26,01000DHJ7O,0.402
0100CD8A26,01000E0Q4R,0.3
0100CD8A26,01000KSEFM,0.114
0100CD8A26,01000KY216,0.104
0100CD8A26,01000LATCB,0.046
0100CD8A26,01000MN359,0.142
0100CD8A26,01000NPT7A,0.404
0100CD8A26,01000NPXKB,0.2
0100CD8A26,01000O0F1T,0.132
0100CD8A26,01000O2S4D,0.744
0100CD8A26,01000OL7D9,0.082
0100CD8A26,01005EQB3B,1
0100CD8A26,010091PWSQ,0.096
0100CD8J00,01000EPA33,1.02
0100CD8J00,01000FLS7T,2
0100CD8J00,01000JNS23,1
0100CD8J00,01000KJ0V5,0.05
0100CD8J00,01000KLJGW,0.398
0100CD8J00,01000KRM02,0.1
0100CD8J00,01000KRYJG,0.214
0100CD8J00,01000L5K4V,0.05
0100CD8J00,01000LB1H6,0.16
0100CD8J00,01000MMJ7V,0.06
0100CD8J00,01000MMR7R,0.056
0100CD8J00,01000MN9C8,0.052
0100CD8J00,01000MOZ19,0.102
0100CD8J00,01000MZ22Q,0.05
0100CD8J00,01000N2Q38,0.1
0100CD8J00,01000N2W4T,0.15
0100CD8J00,01000NY92H,0.05
0100CD8J00,01000OM151,0.062
0100CD8J00,01003K9Y1B,0.16
0100CD8J00,01008K0MAV,0.078
0100CD8J00,01008MAD0O,0.05
0100CDA0LI,01000AYCA1,0.15
0100CDA0LI,01000MKE9B,0.1
0100CDA0LI,01000O0F1T,0.126
0100CDAW1Z,01008SUQ46,0.106
0100CDCG24,01000FGOA1,1
0100CDCG24,01000L1508,0.2
0100CDCG24,01008SSG0T,0.116
0100CDCVBF,01000EW300,0.128
0100CDCVBF,01000NZX3J,0.1
0100CDCVBF,01000OL7D9,0.104
0100CDCVBF,01003N5R4Q,0.106
0100CDCVBF,0100657W3S,0.14
0100CDD364,01000DHJ7O,0.108
0100CDD364,01000EOO77,0.102
0100CDD364,01000FFV8D,1
0100CDD364,01000FLBGS,0.09
0100CDD364,01000KYG1T,0.098
0100CDD364,01000LAF1J,0.368
0100CDD364,01000MJ833,0.702
0100CDD364,01000MN14Z,0.076
0100CDD364,01000N3490,0.074
0100CDD364,01000NOL8K,0.05
0100CDD364,01000NPF0E,0.32
0100CDDROZ,01005EA7N1,1
0100CDFO2L,01000NZX3J,0.122
0100CDGQ1G,01000BZ62E,1
0100CDGQ1G,01000MJ833,1.072
0100CDGQ1G,01000MMR7R,0.054
0100CDGQ1G,01000N2E9E,0.24
0100CDGQ1G,01000NZX3J,0.12
0100CDGQ1G,01000O0H63,0.092
0100CDGQ1G,01000O2I1H,0.17
0100CDGQ1G,01000OL7D9,0.256
0100CDGQ1G,01003M3GBG,1
0100CDGQ1G,0100AXSL68,0.194
0100CDGQ1G,0100B5RE0X,2
0100CDGQ1G,0100BVG809,4
0100CDGQ1G,0100BVGBFW,4
0100CDGQ1G,0100BVGELN,4
0100CDGQ1G,0100BVGH2H,2
0100CDHY7P,01000EQM00,0.022
0100CDHY7P,01000L5M0Y,0.206
0100CDHY7P,01000MKICO,0.202
0100CDHY7P,01000N2E9E,0.202
0100CDHY7P,01000O2ERW,0.202
0100CDHY7P,01008SUQ46,0.108
0100CDL2A5,01000KRYJG,0.2
0100CDL2A5,01000N2W4T,0.2
0100CDL2A5,01000NOX3W,0.2
0100CDL2A5,01000NUL0T,0.186
0100CDL2A5,01008SSG0T,0.242
0100CDMULE,01000FPX52,0.386
0100CDOQ6A,01000GE1AU,5
0100CDOQ6A,01000N244E,0.114
0100CDOQ6A,01000N2UD9,0.2
0100CDOQ6A,01000OIC1L,0.15
0100CDOQ6A,01003N5MCF,0.206
0100CDVJ02,01000KRYJG,0.154
0100CDVJ02,01008SSG0T,0.102
0100CDX834,01000J8ALS,0.198
0100CDX834,01000KIQ7I,0.052
0100CDX834,01000NOL8K,0.054
0100CDXL3O,01000AYCA1,0.162
0100CDXL3O,01000L9O0B,0.246
0100CDZ3GL,01000L9WBF,0.202
0100CE060Y,01000AYE5G,0.064
0100CE060Y,01000E0HFX,0.208
0100CE060Y,01000N2M1N,0.054
0100CE060Y,01000N2UD9,0.212
0100CE060Y,01000NQQ1J,1
0100CE060Y,01000NYN3V,0.082
0100CE060Y,01000O2I1H,0.106
0100CE1U08,01000G067U,1
0100CE29BR,01000KLJGW,0.152
0100CE29BR,01001XUA0Y,1
0100CE2OGV,01000KIS1C,0.488
0100CE2OGV,01000NFADZ,1
0100CE4F0Q,01000KYG1T,0.242
0100CE4F0Q,01000N3490,0.118
0100CE4F0Q,01000O2ERW,0.19
0100CE4F0Q,01000OL52Q,0.126
0100CE4F0Q,01003UFF0T,1
0100CE4F0Q,01005ETF00,1
0100CE4J4D,01000M98EF,0.2
0100CE4J4D,01000O0D69,0.3
0100CE4J4D,01000O0Y3L,0.3
0100CE4J4D,01000O2ERW,0.202
0100CE4J4D,01000O2ODI,0.404
0100CE5YEF,01000MQI7I,1
0100CE5YEF,01000MS6BI,1
0100CE615N,01000KJ0V5,0.1
0100CE615N,01000KKLCL,0.05
0100CE615N,01000KRM02,0.05
0100CE615N,01000KRYJG,0.1
0100CE615N,01000MZ22Q,0.05
0100CE615N,01000N2W4T,0.106
0100CE615N,01000NOX3W,0.11
0100CE615N,01000NY92H,0.1
0100CE615N,01000NYFFY,0.1
0100CE615N,01008MAD0O,0.1
0100CE6TEZ,01000EWES5,0.108
0100CE6TEZ,01000FXF0I,0.296
0100CE6TEZ,01000KLJGW,0.308
0100CE6TEZ,01000MOZ19,0.1
0100CE6TEZ,01000N2Q38,0.11
0100CE6TEZ,01000N367E,0.054
0100CE6TEZ,01000O0D69,0.144
0100CE6TEZ,01000O2ERW,0.1
0100CE6TEZ,01000O47BX,0.11
0100CE9X95,01000FX51T,0.202
0100CE9X95,01000KCUFP,0.09
0100CE9X95,01000N6140,0.134
0100CE9X95,01000NYLIQ,0.086
0100CE9X95,01000O0F1T,0.16
0100CE9X95,01000OM54D,0.156
0100CE9X95,01005NE95C,0.154
0100CEC309,01000OLBAR,0.106
0100CEC7LS,01000KD0CO,0.1
0100CECF09,01000KKJ48,0.502
0100CECF09,01000MP37G,0.13
0100CEEZ0K,01000D83C0,0.092
0100CEEZ0K,01000EOM62,0.052
0100CEEZ0K,01000NPF0E,0.118
0100CEGHDF,01000FUG2P,1
0100CEGHDF,01000NOX3W,0.106
0100CEHMHI,01000CD79M,0.2
0100CEHMHI,01000FN2B1,0.046
0100CEHMHI,01000N2815,0.05
0100CEICAQ,01000EWQ4Y,0.144
0100CEICAQ,01000IE80Q,1
0100CEICAQ,01000JIW6T,1
0100CEICAQ,01000LATCB,0.055
0100CEICAQ,01000N97CS,0.128
0100CEICAQ,0100657W3S,0.146
0100CEM32A,01000AYCA1,0.144
0100CEM32A,01000KICDY,0.104
0100CEM32A,01000KYG1T,0.126
0100CEM32A,01000LH0GG,0.202
0100CEM32A,01000MMB9Q,0.104
0100CEM32A,01000MMR7R,0.094
0100CENE0R,01000D9F0O,0.102
0100CENE0R,01000O0D69,0.098
0100CENE0R,01005NEXGV,0.5
0100CEOU68,01001QMT66,1
0100CEOU68,01002F6TK1,1
0100CEPZ35,01000AYCA1,0.146
0100CEPZ35,01000EQC88,0.142
0100CEPZ35,01000FPX52,0.362
0100CEPZ35,01000KED10,0.3
0100CEPZ35,01000MIXGC,0.114
0100CEPZ35,01000NZP31,0.388
0100CEPZ35,010064H09F,0.204
0100CEPZ35,0100AXS535,0.1
0100CEPZ35,0100AXSL68,0.102
0100CEPZ35,0100AXT92N,0.102
0100CEPZ35,0100BVGELN,2
0100CEPZ35,0100BVGH2H,2
0100CEUQBA,01000E103W,1
0100CEUQBA,01000KIS1C,0.15
0100CEUQBA,01000KYMAP,0.4
0100CEUQBA,01000LJJ4D,1
0100CEUQBA,01000M1H3G,1
0100CEUQBA,01000N9N7F,1.02
0100CEUQBA,01000N9VA7,0.134
0100CEUQBA,01000O01LH,0.212
0100CEUQBA,01008SSG0T,0.12
0100CEUQBA,010091PWSQ,0.086
0100CF0969,01000E0HFX,0.4
0100CF629Y,01000KHM3O,0.052
0100CF629Y,01000KJ0V5,0.102
0100CF629Y,01000KKLCL,0.106
0100CF629Y,01000KRYJG,0.154
0100CF629Y,01000MZ22Q,0.05
0100CF629Y,01000N2W4T,0.102
0100CF629Y,01000NHKF1,0.054
0100CF629Y,01000NOX3W,0.1
0100CF629Y,01000NY92H,0.096
0100CF629Y,01000NYFFY,0.104
0100CF629Y,01008MAD0O,0.108
0100CF6PEF,01000AYCA1,0.336
0100CF6PEF,01000FLBGS,0.1
0100CF6PEF,01000KICDY,0.096
0100CF6PEF,01000KIS1C,0.144
0100CF6PEF,01000KP623,0.122
0100CF6PEF,01000LD568,0.304
0100CF6PEF,01000MMP5R,0.324
0100CF6PEF,01000NOL8K,0.12
0100CF6PEF,01000O0F1T,0.2
0100CF6PEF,01000OM54D,0.378
0100CF6PEF,01008STF01,0.142
0100CF6PEF,01008SUQ46,0.1
0100CF7WA1,01000LD568,0.152
0100CF7WA1,01000NPF0E,0.116
0100CF7WA1,01005TX6AE,1
0100CF8T7U,01000D8U4S,0.05
0100CF8T7U,01000M2T07,0.104
0100CF8T7U,01000NYN3V,0.102
0100CF9P07,01000KJ0V5,0.05
0100CF9P07,01000KRYJG,0.098
0100CF9P07,01000KYK1H,0.216
0100CF9P07,01000LH67P,0.356
0100CF9P07,01000MN9C8,0.304
0100CF9P07,01000MQ60G,1
0100CF9P07,01000MZ22Q,0.05
0100CF9P07,01000N2W4T,0.106
0100CF9P07,01000NOX3W,0.05
0100CF9P07,01000NYFFY,0.052
0100CF9P07,01005TX6AE,1
0100CF9P07,01008STKD4,0.1
0100CFAY7Y,01000O0D69,0.354
0100CFJT10,01008QQX0X,1
0100CFK62Y,01000AYE5G,0.144
0100CFK62Y,01000EOO77,0.104
0100CFK62Y,01000K901G,0.408
0100CFK62Y,01000L9UC2,0.406
0100CFK62Y,01000NPF0E,0.09
0100CFK62Y,01000NYN3V,0.222
0100CFLL5C,0100B5RE0X,1
0100CFM12B,01000D9333,0.102
0100CFM12B,01000EPA33,0.452
0100CFM12B,01000L9Q55,0.12
0100CFM12B,01000L9UC2,0.2
0100CFO7KD,01000MXWR8,1
0100CFO7KD,01000O43KM,1
0100CFQU5W,01003M2TI3,1
0100CFQU5W,01003M2X92,1
0100CFQU5W,010097MD00,1
0100CFTK3C,01000DJ037,0.078
0100CFTK3C,01000M1H3G,1
0100CFTK3C,0100BVG809,2
0100CFTP84,01000MML4N,1.008
0100CFTP84,01000N2E9E,0.178
0100CFTP84,01000O2I1H,0.102
0100CFUH9R,01000CB303,1
0100CFUH9R,01000E0HFX,0.056
0100CFUH9R,01000KLJGW,0.302
0100CFUH9R,01000KRYJG,0.062
0100CFUH9R,01000LQY0G,0.03
0100CFUH9R,01000MIXGC,0.054
0100CFUH9R,01000NOX3W,0.052
0100CFUH9R,01000NUL0T,0.052
0100CFUH9R,01000NY92H,0.052
0100CFX70J,01000KRM02,0.106
0100CFX70J,01000KRYJG,0.106
0100CFX70J,01000NOX3W,0.104
0100CFX70J,01000NYFFY,0.11
0100CFX70J,01008MAD0O,0.108
0100CFX70J,01008STF01,0.114
0100CFX9HT,01000AYCA1,0.202
0100CFX9HT,01000CCV74,0.1
0100CFX9HT,01000CD901,0.46
0100CFX9HT,01000EOO77,0.102
0100CFX9HT,01000EPA33,0.2
0100CFX9HT,01000KP623,0.102
0100CFX9HT,01000KYE8V,0.1
0100CFX9HT,01000KZTDQ,0.104
0100CFX9HT,01000LDH0G,0.408
0100CFX9HT,01000LMU2T,1
0100CFX9HT,01000MLZAU,0.138
0100CFX9HT,01000MUI1K,1
0100CFX9HT,01000N2A07,0.596
0100CFX9HT,01000N2UD9,0.108
0100CFX9HT,01000N97CS,0.088
0100CFX9HT,01000NOL8K,0.12
0100CFX9HT,01000NP78Q,0.262
0100CFX9HT,01000O01LH,0.502
0100CFX9HT,01000O2ERW,0.104
0100CFX9HT,01005NE2FG,0.206
0100CFX9HT,0100B5RE0X,1
0100CG081I,01000MN9C8,0.204
0100CG081I,01008CBH15,1
0100CG2M7V,01000FZS4T,1
0100CG2M7V,01000G067U,1
